hour;dk1;dk2;ee;fi;lt;lv;no;se
18 - 19;0.607631579;0.185;0.326666667;0.376936926;0.01;0.18;0.43709193;0.518644211
19 - 20;0.563684211;0.239;0.37;0.42941789;0.01;0.15;0.430771316;0.489629737
20 - 21;0.561052632;0.23;0.463333333;0.450695885;0.026666667;0.15;0.42594163;0.486772259
21 - 22;0.56;0.221;0.49;0.474423467;0.06;0.17;0.420875482;0.481626446
22 - 23;0.607631579;0.264;0.526666667;0.485312448;0.13;0.17;0.444966444;0.463267754
23 - 00;0.612631579;0.294;0.566666667;0.522838427;0.226666667;0.19;0.454189274;0.455936244
00 - 01;0.575263158;0.334;0.576666667;0.522210606;0.31;0.18;0.449891992;0.440412818
01 - 02;0.553421053;0.45;0.606666667;0.513083639;0.323333333;0.16;0.479943632;0.436409843
02 - 03;0.547368421;0.57;0.613333333;0.509047702;0.336666667;0.18;0.522528701;0.450217683
03 - 04;0.554736842;0.552;0.603333333;0.486909274;0.283333333;0.19;0.523041636;0.462388067
04 - 05;0.554736842;0.581;0.53;0.466301075;0.26;0.23;0.531719505;0.459421672
05 - 06;0.567105263;0.59;0.526666667;0.43537284;0.266666667;0.22;0.537192038;0.454470852
06 - 07;0.585526316;0.575;0.526666667;0.408497246;0.273333333;0.24;0.53978984;0.458843203
07 - 08;0.617631579;0.575;0.513333333;0.401445332;0.22;0.23;0.556230575;0.476060145
08 - 09;0.697105263;0.661;0.596666667;0.391069029;0.186666667;0.24;0.615272814;0.487713179
09 - 10;0.767631579;0.712;0.656666667;0.380042453;0.116666667;0.26;0.661248842;0.504114948
10 - 11;0.818157895;0.712;0.666666667;0.350867222;0.16;0.32;0.681577561;0.514574787
11 - 12;0.840526316;0.735;0.646666667;0.3816007;0.24;0.37;0.702073635;0.53069459
12 - 13;0.849736842;0.789;0.646666667;0.396440946;0.313333333;0.37;0.727095304;0.542549069
13 - 14;0.846842105;0.804;0.63;0.391867756;0.373333333;0.39;0.734856944;0.553728726
14 - 15;0.648421053;0.799;0.56;0.391634842;0.353333333;0.37;0.666919757;0.553338219
15 - 16;0.701315789;0.811;0.523333333;0.373429619;0.34;0.34;0.685066814;0.542884653
16 - 17;0.697631579;0.793;0.543333333;0.347834178;0.253333333;0.29;0.677611342;0.542202448
17 - 18;0.800789474;0.776;0.496666667;0.331243608;0.313333333;0.28;0.704293009;0.536089553
18 - 19;0.780526316;0.811;0.493333333;0.305701175;0.36;0.3;0.706154365;0.52693678
19 - 20;0.725789474;0.797;0.39;0.29196304;0.36;0.29;0.678049601;0.511359329
20 - 21;0.681052632;0.742;0.386666667;0.300657181;0.35;0.23;0.64286753;0.505549957
21 - 22;0.676842105;0.69;0.413333333;0.320655159;0.423333333;0.2;0.614837603;0.477670703
22 - 23;0.633157895;0.728;0.42;0.32497713;0.46;0.19;0.604394517;0.452025657
23 - 00;0.596052632;0.725;0.393333333;0.257796321;0.44;0.2;0.580388416;0.420112617
00 - 01;0.553421053;0.688;0.38;0.24599122;0.466666667;0.21;0.541263717;0.382370099
01 - 02;0.481052632;0.604;0.353333333;0.212519569;0.45;0.19;0.476102739;0.343255585
02 - 03;0.401052632;0.52;0.296666667;0.189395993;0.473333333;0.16;0.409072457;0.306164739
03 - 04;0.428684211;0.459;0.286666667;0.179294917;0.48;0.13;0.38874612;0.278554149
04 - 05;0.452894737;0.384;0.28;0.168099537;0.496666667;0.16;0.35907213;0.240321654
05 - 06;0.459473684;0.435;0.216666667;0.13683015;0.476666667;0.16;0.368032829;0.209624802
06 - 07;0.504473684;0.54;0.206666667;0.110510412;0.396666667;0.17;0.404551745;0.16918155
07 - 08;0.583684211;0.552;0.2;0.085952775;0.343333333;0.17;0.42354961;0.134964618
08 - 09;0.645789474;0.582;0.186666667;0.068621797;0.376666667;0.17;0.449139904;0.11963024
09 - 10;0.704210526;0.608;0.2;0.061201549;0.37;0.16;0.476202472;0.11639689
10 - 11;0.769736842;0.658;0.23;0.066541991;0.283333333;0.2;0.520712011;0.134399192
11 - 12;0.805263158;0.755;0.233333333;0.046805022;0.253333333;0.17;0.575087994;0.165000825
12 - 13;0.812105263;0.799;0.176666667;0.034875747;0.176666667;0.15;0.605759187;0.206172299
13 - 14;0.798157895;0.809;0.126666667;0.036344435;0.15;0.12;0.620438434;0.254157407
14 - 15;0.731315789;0.812;0.09;0.036194266;0.073333333;0.11;0.614717612;0.300837046
15 - 16;0.705789474;0.579;0.106666667;0.036934936;0.04;0.1;0.539550795;0.33386291
16 - 17;0.707368421;0.464;0.13;0.032557307;0.016666667;0.09;0.49916982;0.326141038
17 - 18;0.737631579;0.363;0.13;0.035962106;0.01;0.07;0.473993924;0.321350192
18 - 19;0.721842105;0.505;0.1;0.042492578;0.003333333;0.06;0.516100212;0.321458531
19 - 20;0.686578947;0.57;0.083333333;0.057161068;0.003333333;0.03;0.538380018;0.358561108
20 - 21;0.684210526;0.52;0.113333333;0.088928179;0;0.02;0.544170272;0.42830029
21 - 22;0.659210526;0.537;0.106666667;0.113988773;0;0.02;0.550877946;0.456423312
22 - 23;0.645526316;0.587;0.086666667;0.126036871;0.006666667;0.04;0.572161359;0.483957761
23 - 00;0.618947368;0.621;0.09;0.134756116;0.01;0.04;0.573819505;0.481511146
00 - 01;0.596052632;0.653;0.093333333;0.170399747;0.013333333;0.02;0.58253058;0.49853911
01 - 02;0.585789474;0.636;0.086666667;0.250388324;0.03;0.02;0.575946644;0.506050457
02 - 03;0.552105263;0.576;0.073333333;0.262163449;0.043333333;0.01;0.543424488;0.5021682
03 - 04;0.522368421;0.526;0.046666667;0.270542694;0.066666667;0.01;0.515637679;0.498544615
04 - 05;0.46;0.513;0.05;0.292441636;0.076666667;0.01;0.484051404;0.479154211
05 - 06;0.453421053;0.509;0.053333333;0.344466809;0.053333333;0.01;0.469703624;0.44668982
06 - 07;0.417894737;0.413;0.043333333;0.365028524;0.03;0;0.418919693;0.425864343
07 - 08;0.399736842;0.442;0.02;0.332647782;0.02;0;0.423961482;0.430147603
08 - 09;0.431842105;0.518;0.023333333;0.341160885;0.023333333;0;0.462927132;0.438939291
09 - 10;0.511315789;0.611;0.056666667;0.338250761;0.023333333;0;0.51603589;0.42579188
10 - 11;0.496842105;0.618;0.056666667;0.35033164;0.016666667;0.02;0.505673374;0.402178018
11 - 12;0.450526316;0.628;0.08;0.354184001;0.023333333;0.1;0.490458988;0.39285065
12 - 13;0.437631579;0.688;0.15;0.356961528;0.036666667;0.17;0.500422601;0.375636225
13 - 14;0.437105263;0.723;0.153333333;0.362226211;0.116666667;0.26;0.511257842;0.373668261
14 - 15;0.431315789;0.721;0.163333333;0.359880585;0.08;0.3;0.518960097;0.404564501
15 - 16;0.418421053;0.725;0.176666667;0.346229513;0.31;0.41;0.5113992;0.390776547
16 - 17;0.409210526;0.704;0.153333333;0.363713549;0.323333333;0.4;0.49253696;0.364400352
17 - 18;0.399736842;0.638;0.183333333;0.358924633;0.356666667;0.37;0.446971363;0.303177246
18 - 19;0.348947368;0.566;0.22;0.323619349;0.253333333;0.3;0.385821412;0.242516867
19 - 20;0.252368421;0.453;0.303333333;0.307959262;0.173333333;0.23;0.308204874;0.2192462
20 - 21;0.151578947;0.311;0.376666667;0.320709349;0.19;0.18;0.227866549;0.221020698
21 - 22;0.126578947;0.204;0.433333333;0.356673322;0.196666667;0.15;0.177863774;0.203012376
22 - 23;0.117631579;0.127;0.346666667;0.373837395;0.176666667;0.14;0.141447454;0.179710784
23 - 00;0.096578947;0.081;0.32;0.367629534;0.17;0.12;0.111762686;0.157709111
00 - 01;0.063157895;0.059;0.34;0.316353121;0.176666667;0.15;0.083697038;0.12893322
01 - 02;0.040526316;0.052;0.346666667;0.324382834;0.196666667;0.15;0.069049969;0.114623591
02 - 03;0.032105263;0.033;0.29;0.302819982;0.17;0.14;0.058190551;0.109466389
03 - 04;0.026842105;0.024;0.26;0.243440734;0.18;0.16;0.051777083;0.104489145
04 - 05;0.025789474;0.022;0.236666667;0.202290941;0.196666667;0.13;0.053084654;0.11146449
05 - 06;0.022105263;0.018;0.183333333;0.152206264;0.223333333;0.12;0.052254604;0.11665855
06 - 07;0.022631579;0.017;0.116666667;0.070296038;0.223333333;0.1;0.053534182;0.120970966
07 - 08;0.022368421;0.012;0.063333333;0.012118243;0.17;0.04;0.045436723;0.101941749
08 - 09;0.018947368;0.007;0.06;0.008552423;0.136666667;0.04;0.041402981;0.098261575
09 - 10;0.023421053;0.006;0.066666667;0.024132274;0.253333333;0.09;0.048580971;0.116321862
10 - 11;0.044736842;0.008;0.076666667;0.05254879;0.266666667;0.13;0.070282572;0.158110875
11 - 12;0.065526316;0.012;0.083333333;0.071553257;0.206666667;0.13;0.090816109;0.194922011
12 - 13;0.085526316;0.026;0.093333333;0.107609615;0.18;0.1;0.118693428;0.244553968
13 - 14;0.099210526;0.038;0.08;0.19033046;0.196666667;0.08;0.139696065;0.281877668
14 - 15;0.118157895;0.04;0.086666667;0.263600214;0.24;0.09;0.159769308;0.321150028
15 - 16;0.131842105;0.039;0.086666667;0.291140332;0.29;0.06;0.17057648;0.340887335
16 - 17;0.161842105;0.025;0.08;0.293839602;0.273333333;0.04;0.177657349;0.346129941
17 - 18;0.185789474;0.02;0.056666667;0.317098815;0.226666667;0.04;0.183048686;0.343356585
18 - 19;0.189473684;0.021;0.04;0.326834688;0.15;0.03;0.183014283;0.338569164
19 - 20;0.162105263;0.016;0.04;0.358956051;0.126666667;0.05;0.189919;0.391651738
20 - 21;0.151315789;0.028;0.083333333;0.400065887;0.133333333;0.07;0.199731663;0.419879199
21 - 22;0.178421053;0.05;0.116666667;0.458006547;0.11;0.06;0.217187816;0.423142395
22 - 23;0.192105263;0.06;0.13;0.48205042;0.08;0.08;0.217093391;0.399174909
23 - 00;0.197368421;0.049;0.176666667;0.484943658;0.06;0.1;0.214666656;0.397631547
00 - 01;0.206842105;0.044;0.19;0.489361146;0.053333333;0.1;0.214415393;0.392404073
01 - 02;0.228684211;0.093;0.173333333;0.499020588;0.046666667;0.12;0.238475267;0.393741591
02 - 03;0.297894737;0.107;0.213333333;0.491350577;0.06;0.13;0.261315934;0.379053066
03 - 04;0.378157895;0.121;0.246666667;0.47726327;0.076666667;0.13;0.293488736;0.381308313
04 - 05;0.455526316;0.146;0.303333333;0.471459306;0.1;0.14;0.322571395;0.366187871
05 - 06;0.522631579;0.243;0.376666667;0.467319505;0.133333333;0.13;0.379485139;0.372823839
06 - 07;0.561578947;0.288;0.376666667;0.448153383;0.15;0.13;0.406168259;0.368925829
07 - 08;0.593684211;0.369;0.356666667;0.419683726;0.15;0.2;0.444340893;0.370338468
08 - 09;0.644473684;0.471;0.323333333;0.364502372;0.166666667;0.26;0.506317742;0.403479541
09 - 10;0.712105263;0.539;0.37;0.353755278;0.273333333;0.3;0.567790859;0.452267313
10 - 11;0.786578947;0.61;0.46;0.386704494;0.263333333;0.32;0.635903249;0.511130799
11 - 12;0.830263158;0.674;0.57;0.434100281;0.253333333;0.32;0.687828809;0.559223268
12 - 13;0.833947368;0.701;0.64;0.458753111;0.236666667;0.34;0.707385627;0.587209511
13 - 14;0.857368421;0.73;0.643333333;0.462740125;0.22;0.38;0.729306216;0.600550227
14 - 15;0.88;0.75;0.676666667;0.499231985;0.186666667;0.39;0.745688354;0.607065061
15 - 16;0.881578947;0.734;0.67;0.502541989;0.193333333;0.37;0.741701463;0.609525441
16 - 17;0.846578947;0.7;0.673333333;0.463509747;0.16;0.35;0.715792321;0.600798015
17 - 18;0.770526316;0.667;0.616666667;0.460914808;0.133333333;0.3;0.677103533;0.593784284
18 - 19;0.675789474;0.688;0.546666667;0.519729457;0.096666667;0.25;0.646943998;0.57704252
19 - 20;0.583421053;0.705;0.51;0.519866689;0.126666667;0.22;0.611062035;0.544765051
20 - 21;0.447631579;0.713;0.386666667;0.552698899;0.176666667;0.22;0.557793283;0.512748269
21 - 22;0.410526316;0.624;0.416666667;0.540589901;0.276666667;0.25;0.492423196;0.442743274
22 - 23;0.388157895;0.438;0.536666667;0.520458956;0.413333333;0.27;0.404665092;0.387837381
23 - 00;0.334736842;0.421;0.583333333;0.520151731;0.42;0.2;0.360110543;0.324594788
00 - 01;0.296578947;0.317;0.563333333;0.514304967;0.4;0.24;0.293076784;0.265651404
01 - 02;0.271842105;0.354;0.55;0.498877816;0.36;0.25;0.285824554;0.231631558
02 - 03;0.271315789;0.31;0.503333333;0.481195702;0.31;0.21;0.261301061;0.202587394
03 - 04;0.299210526;0.232;0.466666667;0.423385232;0.293333333;0.21;0.242154519;0.195253032
04 - 05;0.31;0.386;0.44;0.384522024;0.37;0.21;0.295622067;0.190866201
05 - 06;0.327894737;0.397;0.403333333;0.354360906;0.393333333;0.22;0.302087243;0.181366993
06 - 07;0.315;0.336;0.326666667;0.294591557;0.39;0.22;0.274153051;0.171459154
07 - 08;0.275789474;0.266;0.25;0.237899161;0.32;0.17;0.233488947;0.158677367
08 - 09;0.266842105;0.232;0.213333333;0.195342727;0.303333333;0.12;0.220250161;0.161908377
09 - 10;0.359210526;0.177;0.21;0.165382964;0.286666667;0.14;0.231048778;0.156935809
10 - 11;0.484736842;0.138;0.27;0.137126827;0.35;0.18;0.257808111;0.150687489
11 - 12;0.522631579;0.135;0.36;0.093162564;0.34;0.23;0.261754536;0.127632028
12 - 13;0.516052632;0.09;0.346666667;0.081440954;0.256666667;0.16;0.235968151;0.10185182
13 - 14;0.555;0.086;0.28;0.074381161;0.156666667;0.09;0.247316589;0.100949766
14 - 15;0.585526316;0.086;0.22;0.056545774;0.146666667;0.03;0.260084526;0.108727264
15 - 16;0.589210526;0.11;0.136666667;0.048284908;0.13;0.02;0.271737967;0.116003376
16 - 17;0.566315789;0.086;0.083333333;0.076024614;0.066666667;0.03;0.255836627;0.115194092
17 - 18;0.525526316;0.059;0.063333333;0.093125516;0.04;0.01;0.232144113;0.111906023
18 - 19;0.462894737;0.038;0.03;0.099714479;0.023333333;0.02;0.202201738;0.105710477
19 - 20;0.383157895;0.062;0.016666667;0.137413575;0.033333333;0.04;0.194245148;0.137577549
20 - 21;0.286842105;0.108;0.013333333;0.213195201;0.073333333;0.08;0.192723099;0.183327191
21 - 22;0.265526316;0.165;0.02;0.286506264;0.123333333;0.12;0.214152704;0.211931797
22 - 23;0.270526316;0.179;0.033333333;0.324550471;0.153333333;0.1;0.230041368;0.240597789
23 - 00;0.248947368;0.144;0.033333333;0.342591305;0.18;0.09;0.218472935;0.262471436
00 - 01;0.226052632;0.121;0.046666667;0.346386993;0.203333333;0.12;0.20466281;0.266935798
01 - 02;0.202894737;0.129;0.063333333;0.374918696;0.196666667;0.12;0.203511017;0.278638315
02 - 03;0.170263158;0.128;0.103333333;0.368812561;0.18;0.15;0.189628746;0.270623079
03 - 04;0.126578947;0.122;0.153333333;0.365622436;0.183333333;0.14;0.169768706;0.26072717
04 - 05;0.093684211;0.151;0.18;0.362499189;0.183333333;0.16;0.170874132;0.267938185
05 - 06;0.071052632;0.132;0.16;0.366430867;0.176666667;0.08;0.151779008;0.252284392
06 - 07;0.056578947;0.086;0.116666667;0.367623115;0.17;0.06;0.124215498;0.230067545
07 - 08;0.040526316;0.073;0.033333333;0.360210593;0.11;0.03;0.103541064;0.197096875
08 - 09;0.024210526;0.074;0;0.361369122;0.053333333;0;0.092902;0.180495474
09 - 10;0.018157895;0.086;0;0.375217075;0.056666667;0;0.089443271;0.164171919
10 - 11;0.014736842;0.091;0;0.376267138;0.076666667;0.01;0.092627073;0.172144376
11 - 12;0.013421053;0.126;0.006666667;0.367246256;0.053333333;0.02;0.111099347;0.193876988
12 - 13;0.013947368;0.13;0.013333333;0.381137444;0.033333333;0.01;0.112505089;0.193567897
13 - 14;0.02;0.133;0.01;0.38476781;0.03;0.01;0.116341138;0.196023415
14 - 15;0.028684211;0.176;0.006666667;0.373383665;0.03;0;0.133913148;0.197055233
15 - 16;0.036842105;0.193;0.01;0.391470549;0.04;0.01;0.140682208;0.19220452
16 - 17;0.047894737;0.307;0.01;0.409453111;0.053333333;0.01;0.184856408;0.199674486
17 - 18;0.061578947;0.393;0;0.401906793;0.09;0.02;0.218629398;0.201309246
18 - 19;0.076842105;0.431;0;0.369086261;0.096666667;0.03;0.235877705;0.199791011
19 - 20;0.088157895;0.426;0;0.364855343;0.143333333;0.07;0.242206982;0.212463051
20 - 21;0.091578947;0.426;0.016666667;0.393998181;0.246666667;0.09;0.241890717;0.208093205
21 - 22;0.09;0.463;0.023333333;0.414370605;0.316666667;0.08;0.260817182;0.229451546
22 - 23;0.099473684;0.465;0.04;0.434416837;0.38;0.13;0.263385559;0.225682992
23 - 00;0.120789474;0.476;0.056666667;0.40883562;0.4;0.11;0.267530901;0.205803228
00 - 01;0.143947368;0.48;0.07;0.398168236;0.396666667;0.11;0.272170822;0.192565098
01 - 02;0.165526316;0.483;0.056666667;0.372202162;0.343333333;0.09;0.271744517;0.166707236
02 - 03;0.168684211;0.474;0.036666667;0.34460477;0.336666667;0.1;0.266243274;0.15604561
03 - 04;0.175789474;0.488;0.036666667;0.276554835;0.346666667;0.14;0.277303324;0.168120499
04 - 05;0.194736842;0.483;0.036666667;0.234961375;0.37;0.14;0.290768204;0.194567769
05 - 06;0.219210526;0.474;0.036666667;0.218257684;0.403333333;0.1;0.298948325;0.203634449
06 - 07;0.257631579;0.466;0.03;0.167687013;0.4;0.08;0.301899535;0.182067027
07 - 08;0.251052632;0.435;0.016666667;0.112456953;0.266666667;0.05;0.275908525;0.141672943
08 - 09;0.235263158;0.457;0;0.079918427;0.14;0.01;0.271840891;0.123259516
09 - 10;0.233157895;0.449;0.006666667;0.071455153;0.123333333;0.03;0.264823432;0.112312402
10 - 11;0.251842105;0.429;0.016666667;0.028488273;0.18;0.06;0.26312879;0.108544265
11 - 12;0.289736842;0.459;0.02;0.016803077;0.163333333;0.06;0.287214473;0.112906577
12 - 13;0.336578947;0.457;0.03;0.017407613;0.153333333;0.05;0.304853238;0.120980765
13 - 14;0.354210526;0.494;0.053333333;0.021882423;0.15;0.07;0.327496596;0.13427926
14 - 15;0.368157895;0.57;0.08;0.038385539;0.153333333;0.1;0.360368166;0.142946603
15 - 16;0.362894737;0.589;0.12;0.043591445;0.13;0.09;0.365180239;0.14364598
16 - 17;0.347105263;0.606;0.096666667;0.038122734;0.17;0.09;0.368171915;0.151410483
17 - 18;0.346842105;0.617;0.083333333;0.025343583;0.196666667;0.09;0.375240218;0.161878548
18 - 19;0.323421053;0.613;0.08;0.024293766;0.176666667;0.09;0.373116658;0.182928923
19 - 20;0.296052632;0.575;0.106666667;0.025456704;0.21;0.09;0.370920845;0.241709904
20 - 21;0.285;0.545;0.13;0.050571462;0.316666667;0.11;0.379726299;0.309178898
21 - 22;0.272368421;0.55;0.17;0.098301401;0.37;0.13;0.389500034;0.346131682
22 - 23;0.262368421;0.555;0.203333333;0.187594842;0.406666667;0.15;0.388608261;0.348456361
23 - 00;0.248684211;0.544;0.22;0.273415089;0.433333333;0.19;0.378139609;0.341734616
00 - 01;0.250789474;0.54;0.266666667;0.352631293;0.416666667;0.22;0.373257971;0.32898444
01 - 02;0.274210526;0.543;0.276666667;0.367357873;0.413333333;0.21;0.37438615;0.305947924
02 - 03;0.312894737;0.525;0.226666667;0.324351377;0.41;0.19;0.379570117;0.300815613
03 - 04;0.342631579;0.486;0.213333333;0.314791383;0.346666667;0.12;0.373382566;0.291516119
04 - 05;0.403684211;0.466;0.196666667;0.312864511;0.296666667;0.11;0.388232974;0.295014712
05 - 06;0.414736842;0.401;0.14;0.296958181;0.25;0.1;0.364873406;0.278883375
06 - 07;0.424210526;0.354;0.093333333;0.233601551;0.216666667;0.08;0.336698442;0.231884799
07 - 08;0.428157895;0.292;0.023333333;0.120896372;0.163333333;0.07;0.295232634;0.165540008
08 - 09;0.424473684;0.34;0;0.059726012;0.093333333;0.03;0.301239599;0.139245114
09 - 10;0.440526316;0.343;0;0.033503081;0.06;0.01;0.310894939;0.149158501
10 - 11;0.488421053;0.316;0;0.022333476;0.096666667;0.01;0.326048923;0.173725716
11 - 12;0.486578947;0.293;0.023333333;0.021062884;0.186666667;0.04;0.329230568;0.208112758
12 - 13;0.483421053;0.351;0.053333333;0.030697989;0.22;0.08;0.352619598;0.223437741
13 - 14;0.482631579;0.404;0.09;0.042341427;0.19;0.08;0.376576984;0.243099374
14 - 15;0.455263158;0.474;0.106666667;0.079211078;0.16;0.07;0.394701747;0.254842084
15 - 16;0.39;0.462;0.106666667;0.103095566;0.143333333;0.06;0.369977401;0.257932204
16 - 17;0.370789474;0.504;0.106666667;0.08639594;0.126666667;0.06;0.375204922;0.250825292
17 - 18;0.332105263;0.485;0.09;0.071352652;0.116666667;0.06;0.349872005;0.232510751
18 - 19;0.3;0.469;0.083333333;0.073856021;0.096666667;0.07;0.332879085;0.229637255
19 - 20;0.277368421;0.436;0.09;0.078409417;0.106666667;0.09;0.325732781;0.263829922
20 - 21;0.274473684;0.437;0.103333333;0.093863661;0.196666667;0.11;0.337369611;0.300635148
21 - 22;0.313947368;0.374;0.106666667;0.13543233;0.226666667;0.16;0.334623677;0.315923662
22 - 23;0.328421053;0.402;0.1;0.180760042;0.19;0.19;0.349517229;0.318130634
23 - 00;0.320789474;0.385;0.083333333;0.256101298;0.15;0.18;0.343128849;0.323597072
00 - 01;0.303684211;0.324;0.09;0.320817958;0.126666667;0.18;0.320051631;0.332470681
01 - 02;0.273684211;0.284;0.113333333;0.349166321;0.163333333;0.16;0.301505074;0.34683101
