hour;dk1;dk2;ee;fi;lt;lv;no;se
18 - 19;0;0;2.26667E-05;2.26667E-05;2.26667E-05;2.26667E-05;2.26667E-05;0.000068
19 - 20;0;0;0.0000177;0.0000177;0.0000177;0.0000177;0.0000177;0.0000531
20 - 21;0;0;2.03333E-05;2.03333E-05;2.03333E-05;2.03333E-05;2.03333E-05;0.000061
21 - 22;0;0;0.000019;0.000019;0.000019;0.000019;0.000019;0.000057
22 - 23;0;0;0.000017;0.000017;0.000017;0.000017;0.000017;0.000051
23 - 00;0;0;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;0.000053
00 - 01;0;0;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;0.000053
01 - 02;0;0;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;0.000065
02 - 03;0;0;3.20333E-05;3.20333E-05;3.20333E-05;3.20333E-05;3.20333E-05;0.0000961
03 - 04;0;0;2.33333E-05;2.33333E-05;2.33333E-05;2.33333E-05;2.33333E-05;0.00007
04 - 05;0;0;1.96667E-05;1.96667E-05;1.96667E-05;1.96667E-05;1.96667E-05;0.000059
05 - 06;0;0;2.70333E-05;2.70333E-05;2.70333E-05;2.70333E-05;2.70333E-05;0.0000811
06 - 07;0;0;0.000026;0.000026;0.000026;0.000026;0.000026;0.000078
07 - 08;0;0;4.36667E-05;4.36667E-05;4.36667E-05;4.36667E-05;4.36667E-05;0.000131
08 - 09;0.0075;0.02;0.009216147;0.009216147;0.009216147;0.009216147;0.009216147;0.00014844
09 - 10;0.06;0.135;0.065093193;0.065093193;0.065093193;0.065093193;0.065093193;0.00027958
10 - 11;0.1;0.21;0.103516823;0.103516823;0.103516823;0.103516823;0.103516823;0.00055047
11 - 12;0.12;0.255;0.12536507;0.12536507;0.12536507;0.12536507;0.12536507;0.00109521
12 - 13;0.11;0.315;0.14218378;0.14218378;0.14218378;0.14218378;0.14218378;0.00155134
13 - 14;0.0975;0.255;0.11804498;0.11804498;0.11804498;0.11804498;0.11804498;0.00163494
14 - 15;0.0675;0.17;0.079423107;0.079423107;0.079423107;0.079423107;0.079423107;0.00076932
15 - 16;0.035;0.13;0.05506252;0.05506252;0.05506252;0.05506252;0.05506252;0.00018756
16 - 17;0.005;0.025;0.010020833;0.010020833;0.010020833;0.010020833;0.010020833;0.0000625
17 - 18;0;0;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;0.000053
18 - 19;0;0;2.23333E-05;2.23333E-05;2.23333E-05;2.23333E-05;2.23333E-05;0.000067
19 - 20;0;0;2.60333E-05;2.60333E-05;2.60333E-05;2.60333E-05;2.60333E-05;0.0000781
20 - 21;0;0;1.93333E-05;1.93333E-05;1.93333E-05;1.93333E-05;1.93333E-05;0.000058
21 - 22;0;0;2.26667E-05;2.26667E-05;2.26667E-05;2.26667E-05;2.26667E-05;0.000068
22 - 23;0;0;1.93667E-05;1.93667E-05;1.93667E-05;1.93667E-05;1.93667E-05;0.0000581
23 - 00;0;0;1.33333E-05;1.33333E-05;1.33333E-05;1.33333E-05;1.33333E-05;0.00004
00 - 01;0;0;1.56667E-05;1.56667E-05;1.56667E-05;1.56667E-05;1.56667E-05;0.000047
01 - 02;0;0;1.00333E-05;1.00333E-05;1.00333E-05;1.00333E-05;1.00333E-05;0.0000301
02 - 03;0;0;1.06667E-05;1.06667E-05;1.06667E-05;1.06667E-05;1.06667E-05;0.000032
03 - 04;0;0;1.40333E-05;1.40333E-05;1.40333E-05;1.40333E-05;1.40333E-05;0.0000421
04 - 05;0;0;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;0.000052
05 - 06;0;0;1.93333E-05;1.93333E-05;1.93333E-05;1.93333E-05;1.93333E-05;0.000058
06 - 07;0;0;3.13333E-05;3.13333E-05;3.13333E-05;3.13333E-05;3.13333E-05;0.000094
07 - 08;0;0;3.26667E-05;3.26667E-05;3.26667E-05;3.26667E-05;3.26667E-05;0.000098
08 - 09;0;0;0.00004604;0.00004604;0.00004604;0.00004604;0.00004604;0.00013812
09 - 10;0.005;0.01;0.005097757;0.005097757;0.005097757;0.005097757;0.005097757;0.00029327
10 - 11;0.03;0.02;0.01684579;0.01684579;0.01684579;0.01684579;0.01684579;0.00053737
11 - 12;0.05;0.045;0.031878033;0.031878033;0.031878033;0.031878033;0.031878033;0.0006341
12 - 13;0.06;0.065;0.04187905;0.04187905;0.04187905;0.04187905;0.04187905;0.00063715
13 - 14;0.0525;0.095;0.049412393;0.049412393;0.049412393;0.049412393;0.049412393;0.00073718
14 - 15;0.0325;0.045;0.02599776;0.02599776;0.02599776;0.02599776;0.02599776;0.00049328
15 - 16;0.015;0.01;0.008391893;0.008391893;0.008391893;0.008391893;0.008391893;0.00017568
16 - 17;0.0025;0;0.000857733;0.000857733;0.000857733;0.000857733;0.000857733;0.0000732
17 - 18;0;0;0.0000187;0.0000187;0.0000187;0.0000187;0.0000187;0.0000561
18 - 19;0;0;2.23667E-05;2.23667E-05;2.23667E-05;2.23667E-05;2.23667E-05;0.0000671
19 - 20;0;0;2.56667E-05;2.56667E-05;2.56667E-05;2.56667E-05;2.56667E-05;0.000077
20 - 21;0;0;0.000016;0.000016;0.000016;0.000016;0.000016;0.000048
21 - 22;0;0;1.63667E-05;1.63667E-05;1.63667E-05;1.63667E-05;1.63667E-05;0.0000491
22 - 23;0;0;1.36667E-05;1.36667E-05;1.36667E-05;1.36667E-05;1.36667E-05;0.000041
23 - 00;0;0;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;0.000053
00 - 01;0;0;1.60333E-05;1.60333E-05;1.60333E-05;1.60333E-05;1.60333E-05;0.0000481
01 - 02;0;0;4.86667E-05;4.86667E-05;4.86667E-05;4.86667E-05;4.86667E-05;0.000146
02 - 03;0;0;5.99667E-05;5.99667E-05;5.99667E-05;5.99667E-05;5.99667E-05;0.0001799
03 - 04;0;0;4.73967E-05;4.73967E-05;4.73967E-05;4.73967E-05;4.73967E-05;0.00014219
04 - 05;0;0;5.05867E-05;5.05867E-05;5.05867E-05;5.05867E-05;5.05867E-05;0.00015176
05 - 06;0;0;0.000037;0.000037;0.000037;0.000037;0.000037;0.000111
06 - 07;0;0;5.03333E-05;5.03333E-05;5.03333E-05;5.03333E-05;5.03333E-05;0.000151
07 - 08;0;0;0.00003407;0.00003407;0.00003407;0.00003407;0.00003407;0.00010221
08 - 09;0.01;0.02;0.01004526;0.01004526;0.01004526;0.01004526;0.01004526;0.00013578
09 - 10;0.04;0.075;0.03851823;0.03851823;0.03851823;0.03851823;0.03851823;0.00055469
10 - 11;0.1175;0.11;0.07650067;0.07650067;0.07650067;0.07650067;0.07650067;0.00200201
11 - 12;0.145;0.215;0.12083231;0.12083231;0.12083231;0.12083231;0.12083231;0.00249693
12 - 13;0.0975;0.32;0.140874787;0.140874787;0.140874787;0.140874787;0.140874787;0.00512436
13 - 14;0.0625;0.16;0.075787527;0.075787527;0.075787527;0.075787527;0.075787527;0.00486258
14 - 15;0.0375;0.09;0.043000387;0.043000387;0.043000387;0.043000387;0.043000387;0.00150116
15 - 16;0.015;0.035;0.016782553;0.016782553;0.016782553;0.016782553;0.016782553;0.00034766
16 - 17;0.0025;0.005;0.002523597;0.002523597;0.002523597;0.002523597;0.002523597;0.00007079
17 - 18;0;0;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;0.000071
18 - 19;0;0;2.03667E-05;2.03667E-05;2.03667E-05;2.03667E-05;2.03667E-05;0.0000611
19 - 20;0;0;0.000017;0.000017;0.000017;0.000017;0.000017;0.000051
20 - 21;0;0;2.43333E-05;2.43333E-05;2.43333E-05;2.43333E-05;2.43333E-05;0.000073
21 - 22;0;0;0.000017;0.000017;0.000017;0.000017;0.000017;0.000051
22 - 23;0;0;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;0.000071
23 - 00;0;0;2.50333E-05;2.50333E-05;2.50333E-05;2.50333E-05;2.50333E-05;0.0000751
00 - 01;0;0;0.000012;0.000012;0.000012;0.000012;0.000012;0.000036
01 - 02;0;0;1.46667E-05;1.46667E-05;1.46667E-05;1.46667E-05;1.46667E-05;0.000044
02 - 03;0;0;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;0.000052
03 - 04;0;0;2.23333E-05;2.23333E-05;2.23333E-05;2.23333E-05;2.23333E-05;0.000067
04 - 05;0;0;0.0000307;0.0000307;0.0000307;0.0000307;0.0000307;0.0000921
05 - 06;0;0;0.000019;0.000019;0.000019;0.000019;0.000019;0.000057
06 - 07;0;0;0.000017;0.000017;0.000017;0.000017;0.000017;0.000051
07 - 08;0;0;2.03333E-05;2.03333E-05;2.03333E-05;2.03333E-05;2.03333E-05;0.000061
08 - 09;0.005;0.035;0.01336234;0.01336234;0.01336234;0.01336234;0.01336234;0.00008702
09 - 10;0.0225;0.07;0.031089087;0.031089087;0.031089087;0.031089087;0.031089087;0.00076726
10 - 11;0.055;0.12;0.05875539;0.05875539;0.05875539;0.05875539;0.05875539;0.00126617
11 - 12;0.095;0.235;0.110421947;0.110421947;0.110421947;0.110421947;0.110421947;0.00126584
12 - 13;0.1;0.255;0.118913207;0.118913207;0.118913207;0.118913207;0.118913207;0.00173962
13 - 14;0.1075;0.22;0.11015927;0.11015927;0.11015927;0.11015927;0.11015927;0.00297781
14 - 15;0.075;0.165;0.080525517;0.080525517;0.080525517;0.080525517;0.080525517;0.00157655
15 - 16;0.03;0.115;0.048549967;0.048549967;0.048549967;0.048549967;0.048549967;0.0006499
16 - 17;0.005;0.015;0.006691893;0.006691893;0.006691893;0.006691893;0.006691893;0.00007568
17 - 18;0;0;0.000029;0.000029;0.000029;0.000029;0.000029;0.000087
18 - 19;0;0;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;0.000071
19 - 20;0;0;2.43333E-05;2.43333E-05;2.43333E-05;2.43333E-05;2.43333E-05;0.000073
20 - 21;0;0;1.93333E-05;1.93333E-05;1.93333E-05;1.93333E-05;1.93333E-05;0.000058
21 - 22;0;0;3.40333E-05;3.40333E-05;3.40333E-05;3.40333E-05;3.40333E-05;0.0001021
22 - 23;0;0;2.63333E-05;2.63333E-05;2.63333E-05;2.63333E-05;2.63333E-05;0.000079
23 - 00;0;0;0.000035;0.000035;0.000035;0.000035;0.000035;0.000105
00 - 01;0;0;0.000025;0.000025;0.000025;0.000025;0.000025;0.000075
01 - 02;0;0;2.13333E-05;2.13333E-05;2.13333E-05;2.13333E-05;2.13333E-05;0.000064
02 - 03;0;0;0.0000147;0.0000147;0.0000147;0.0000147;0.0000147;0.0000441
03 - 04;0;0;2.63333E-05;2.63333E-05;2.63333E-05;2.63333E-05;2.63333E-05;0.000079
04 - 05;0;0;2.83333E-05;2.83333E-05;2.83333E-05;2.83333E-05;2.83333E-05;0.000085
05 - 06;0;0;0.000018;0.000018;0.000018;0.000018;0.000018;0.000054
06 - 07;0;0;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;0.000071
07 - 08;0;0;3.30067E-05;3.30067E-05;3.30067E-05;3.30067E-05;3.30067E-05;0.00009902
08 - 09;0.0175;0.04;0.01925347;0.01925347;0.01925347;0.01925347;0.01925347;0.00026041
09 - 10;0.0925;0.18;0.091170593;0.091170593;0.091170593;0.091170593;0.091170593;0.00101178
10 - 11;0.165;0.37;0.179086427;0.179086427;0.179086427;0.179086427;0.179086427;0.00225928
11 - 12;0.19;0.48;0.2249003;0.2249003;0.2249003;0.2249003;0.2249003;0.0047009
12 - 13;0.1875;0.5;0.2318456;0.2318456;0.2318456;0.2318456;0.2318456;0.0080368
13 - 14;0.145;0.475;0.209776503;0.209776503;0.209776503;0.209776503;0.209776503;0.00932951
14 - 15;0.105;0.345;0.152102173;0.152102173;0.152102173;0.152102173;0.152102173;0.00630652
15 - 16;0.0825;0.205;0.096522623;0.096522623;0.096522623;0.096522623;0.096522623;0.00206787
16 - 17;0.025;0.035;0.02006846;0.02006846;0.02006846;0.02006846;0.02006846;0.00020538
17 - 18;0;0;1.26667E-05;1.26667E-05;1.26667E-05;1.26667E-05;1.26667E-05;0.000038
18 - 19;0;0;1.66667E-05;1.66667E-05;1.66667E-05;1.66667E-05;1.66667E-05;0.00005
19 - 20;0;0;1.53333E-05;1.53333E-05;1.53333E-05;1.53333E-05;1.53333E-05;0.000046
20 - 21;0;0;0.0000147;0.0000147;0.0000147;0.0000147;0.0000147;0.0000441
21 - 22;0;0;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;0.000052
22 - 23;0;0;1.83333E-05;1.83333E-05;1.83333E-05;1.83333E-05;1.83333E-05;0.000055
23 - 00;0;0;2.13667E-05;2.13667E-05;2.13667E-05;2.13667E-05;2.13667E-05;0.0000641
00 - 01;0;0;1.56667E-05;1.56667E-05;1.56667E-05;1.56667E-05;1.56667E-05;0.000047
01 - 02;0;0;1.36667E-05;1.36667E-05;1.36667E-05;1.36667E-05;1.36667E-05;0.000041
02 - 03;0;0;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;0.000065
03 - 04;0;0;1.73667E-05;1.73667E-05;1.73667E-05;1.73667E-05;1.73667E-05;0.0000521
04 - 05;0;0;1.96667E-05;1.96667E-05;1.96667E-05;1.96667E-05;1.96667E-05;0.000059
05 - 06;0;0;1.83333E-05;1.83333E-05;1.83333E-05;1.83333E-05;1.83333E-05;0.000055
06 - 07;0;0;0.000028;0.000028;0.000028;0.000028;0.000028;0.000084
07 - 08;0;0;0.0000381;0.0000381;0.0000381;0.0000381;0.0000381;0.0001143
08 - 09;0.0125;0.005;0.006009673;0.006009673;0.006009673;0.006009673;0.006009673;0.00052902
09 - 10;0.0775;0.02;0.033159513;0.033159513;0.033159513;0.033159513;0.033159513;0.00197854
10 - 11;0.175;0.035;0.0710958;0.0710958;0.0710958;0.0710958;0.0710958;0.0032874
11 - 12;0.2475;0.055;0.102213313;0.102213313;0.102213313;0.102213313;0.102213313;0.00413994
12 - 13;0.28;0.04;0.10789884;0.10789884;0.10789884;0.10789884;0.10789884;0.00369652
13 - 14;0.2925;0.04;0.1117115;0.1117115;0.1117115;0.1117115;0.1117115;0.0026345
14 - 15;0.235;0.04;0.092120887;0.092120887;0.092120887;0.092120887;0.092120887;0.00136266
15 - 16;0.13;0.02;0.05010369;0.05010369;0.05010369;0.05010369;0.05010369;0.00031107
16 - 17;0.03;0.005;0.01169147;0.01169147;0.01169147;0.01169147;0.01169147;0.00007441
17 - 18;0;0;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;1.73333E-05;0.000052
18 - 19;0;0;0.000024;0.000024;0.000024;0.000024;0.000024;0.000072
19 - 20;0;0;1.50333E-05;1.50333E-05;1.50333E-05;1.50333E-05;1.50333E-05;0.0000451
20 - 21;0;0;0.000019;0.000019;0.000019;0.000019;0.000019;0.000057
21 - 22;0;0;2.26667E-05;2.26667E-05;2.26667E-05;2.26667E-05;2.26667E-05;0.000068
22 - 23;0;0;0.000021;0.000021;0.000021;0.000021;0.000021;0.000063
23 - 00;0;0;0.0000087;0.0000087;0.0000087;0.0000087;0.0000087;0.0000261
00 - 01;0;0;1.13333E-05;1.13333E-05;1.13333E-05;1.13333E-05;1.13333E-05;0.000034
01 - 02;0;0;8.03667E-06;8.03667E-06;8.03667E-06;8.03667E-06;8.03667E-06;0.00002411
02 - 03;0;0;0.000019;0.000019;0.000019;0.000019;0.000019;0.000057
03 - 04;0;0;0.00002;0.00002;0.00002;0.00002;0.00002;0.00006
04 - 05;0;0;1.03333E-05;1.03333E-05;1.03333E-05;1.03333E-05;1.03333E-05;0.000031
05 - 06;0;0;0.000013;0.000013;0.000013;0.000013;0.000013;0.000039
06 - 07;0;0;2.13333E-05;2.13333E-05;2.13333E-05;2.13333E-05;2.13333E-05;0.000064
07 - 08;0;0;0.00003591;0.00003591;0.00003591;0.00003591;0.00003591;0.00010773
08 - 09;0.0125;0.03;0.014294063;0.014294063;0.014294063;0.014294063;0.014294063;0.00038219
09 - 10;0.07;0.095;0.055484857;0.055484857;0.055484857;0.055484857;0.055484857;0.00145457
10 - 11;0.195;0.15;0.115930617;0.115930617;0.115930617;0.115930617;0.115930617;0.00279185
11 - 12;0.35;0.14;0.16474808;0.16474808;0.16474808;0.16474808;0.16474808;0.00424424
12 - 13;0.43;0.195;0.209946363;0.209946363;0.209946363;0.209946363;0.209946363;0.00483909
13 - 14;0.3125;0.2;0.171974357;0.171974357;0.171974357;0.171974357;0.171974357;0.00342307
14 - 15;0.2325;0.22;0.151631893;0.151631893;0.151631893;0.151631893;0.151631893;0.00239568
15 - 16;0.1325;0.185;0.106237247;0.106237247;0.106237247;0.106237247;0.106237247;0.00121174
16 - 17;0.04;0.055;0.0317596;0.0317596;0.0317596;0.0317596;0.0317596;0.0002788
17 - 18;0;0;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;0.000065
18 - 19;0;0;2.23333E-05;2.23333E-05;2.23333E-05;2.23333E-05;2.23333E-05;0.000067
19 - 20;0;0;2.30333E-05;2.30333E-05;2.30333E-05;2.30333E-05;2.30333E-05;0.0000691
20 - 21;0;0;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;2.36667E-05;0.000071
21 - 22;0;0;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;1.76667E-05;0.000053
22 - 23;0;0;1.43333E-05;1.43333E-05;1.43333E-05;1.43333E-05;1.43333E-05;0.000043
23 - 00;0;0;0.000019;0.000019;0.000019;0.000019;0.000019;0.000057
00 - 01;0;0;0.0000217;0.0000217;0.0000217;0.0000217;0.0000217;0.0000651
01 - 02;0;0;2.03333E-05;2.03333E-05;2.03333E-05;2.03333E-05;2.03333E-05;0.000061
02 - 03;0;0;1.46667E-05;1.46667E-05;1.46667E-05;1.46667E-05;1.46667E-05;0.000044
03 - 04;0;0;1.43333E-05;1.43333E-05;1.43333E-05;1.43333E-05;1.43333E-05;0.000043
04 - 05;0;0;2.20333E-05;2.20333E-05;2.20333E-05;2.20333E-05;2.20333E-05;0.0000661
05 - 06;0;0;0.00002;0.00002;0.00002;0.00002;0.00002;0.00006
06 - 07;0;0;3.73333E-05;3.73333E-05;3.73333E-05;3.73333E-05;3.73333E-05;0.000112
07 - 08;0;0;4.53733E-05;4.53733E-05;4.53733E-05;4.53733E-05;4.53733E-05;0.00013612
08 - 09;0.0175;0.02;0.012563187;0.012563187;0.012563187;0.012563187;0.012563187;0.00018956
09 - 10;0.08;0.11;0.063493473;0.063493473;0.063493473;0.063493473;0.063493473;0.00048042
10 - 11;0.185;0.245;0.14377514;0.14377514;0.14377514;0.14377514;0.14377514;0.00132542
11 - 12;0.235;0.265;0.167791737;0.167791737;0.167791737;0.167791737;0.167791737;0.00337521
12 - 13;0.27;0.255;0.17680998;0.17680998;0.17680998;0.17680998;0.17680998;0.00542994
13 - 14;0.325;0.31;0.213250807;0.213250807;0.213250807;0.213250807;0.213250807;0.00475242
14 - 15;0.27;0.3;0.1914974;0.1914974;0.1914974;0.1914974;0.1914974;0.0044922
15 - 16;0.1525;0.175;0.110045747;0.110045747;0.110045747;0.110045747;0.110045747;0.00263724
16 - 17;0.035;0.035;0.023419353;0.023419353;0.023419353;0.023419353;0.023419353;0.00025806
17 - 18;0;0;6.66667E-06;6.66667E-06;6.66667E-06;6.66667E-06;6.66667E-06;0.00002
18 - 19;0;0;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;2.16667E-05;0.000065
19 - 20;0;0;1.36667E-05;1.36667E-05;1.36667E-05;1.36667E-05;1.36667E-05;0.000041
20 - 21;0;0;0.0000127;0.0000127;0.0000127;0.0000127;0.0000127;0.0000381
21 - 22;0;0;1.46667E-05;1.46667E-05;1.46667E-05;1.46667E-05;1.46667E-05;0.000044
22 - 23;0;0;0.00003;0.00003;0.00003;0.00003;0.00003;0.00009
23 - 00;0;0.005;0.001679337;0.001679337;0.001679337;0.001679337;0.001679337;0.00003801
00 - 01;0;0.005;0.001687333;0.001687333;0.001687333;0.001687333;0.001687333;0.000062
01 - 02;0;0;1.40667E-05;1.40667E-05;1.40667E-05;1.40667E-05;1.40667E-05;0.0000422
02 - 03;0;0;0.000017;0.000017;0.000017;0.000017;0.000017;0.000051
03 - 04;0;0;0.000019;0.000019;0.000019;0.000019;0.000019;0.000057
04 - 05;0;0;0.000014;0.000014;0.000014;0.000014;0.000014;0.000042
05 - 06;0;0;2.33333E-05;2.33333E-05;2.33333E-05;2.33333E-05;2.33333E-05;0.00007
06 - 07;0;0;2.46667E-05;2.46667E-05;2.46667E-05;2.46667E-05;2.46667E-05;0.000074
07 - 08;0;0;0.000035;0.000035;0.000035;0.000035;0.000035;0.000105
08 - 09;0.0225;0.05;0.024270163;0.024270163;0.024270163;0.024270163;0.024270163;0.00031049
09 - 10;0.1025;0.13;0.07829345;0.07829345;0.07829345;0.07829345;0.07829345;0.00238035
10 - 11;0.1925;0.17;0.122252937;0.122252937;0.122252937;0.122252937;0.122252937;0.00425881
11 - 12;0.25;0.29;0.181616613;0.181616613;0.181616613;0.181616613;0.181616613;0.00484984
12 - 13;0.2775;0.445;0.242388577;0.242388577;0.242388577;0.242388577;0.242388577;0.00466573
13 - 14;0.2575;0.39;0.2179486;0.2179486;0.2179486;0.2179486;0.2179486;0.0063458
14 - 15;0.1775;0.305;0.16191295;0.16191295;0.16191295;0.16191295;0.16191295;0.00323885
15 - 16;0.0825;0.135;0.072860087;0.072860087;0.072860087;0.072860087;0.072860087;0.00108026
16 - 17;0.0225;0.025;0.015885557;0.015885557;0.015885557;0.015885557;0.015885557;0.00015667
17 - 18;0;0;0.000013;0.000013;0.000013;0.000013;0.000013;0.000039
18 - 19;0;0;0.00001;0.00001;0.00001;0.00001;0.00001;0.00003
19 - 20;0;0;0.000017;0.000017;0.000017;0.000017;0.000017;0.000051
20 - 21;0;0;0.000013;0.000013;0.000013;0.000013;0.000013;0.000039
21 - 22;0;0;1.16667E-05;1.16667E-05;1.16667E-05;1.16667E-05;1.16667E-05;0.000035
22 - 23;0;0;9.66667E-06;9.66667E-06;9.66667E-06;9.66667E-06;9.66667E-06;0.000029
23 - 00;0;0;0.000009;0.000009;0.000009;0.000009;0.000009;0.000027
00 - 01;0;0;0.00001;0.00001;0.00001;0.00001;0.00001;0.00003
01 - 02;0;0;1.90333E-05;1.90333E-05;1.90333E-05;1.90333E-05;1.90333E-05;0.0000571
02 - 03;0;0;0.0000197;0.0000197;0.0000197;0.0000197;0.0000197;0.0000591
03 - 04;0;0;1.13333E-05;1.13333E-05;1.13333E-05;1.13333E-05;1.13333E-05;0.000034
04 - 05;0;0;2.46667E-05;2.46667E-05;2.46667E-05;2.46667E-05;2.46667E-05;0.000074
05 - 06;0;0;2.33667E-05;2.33667E-05;2.33667E-05;2.33667E-05;2.33667E-05;0.0000701
06 - 07;0;0;2.33667E-05;2.33667E-05;2.33667E-05;2.33667E-05;2.33667E-05;0.0000701
07 - 08;0;0;3.20667E-05;3.20667E-05;3.20667E-05;3.20667E-05;3.20667E-05;0.0000962
08 - 09;0.0125;0.01;0.007545897;0.007545897;0.007545897;0.007545897;0.007545897;0.00013769
09 - 10;0.0625;0.065;0.04262301;0.04262301;0.04262301;0.04262301;0.04262301;0.00036903
10 - 11;0.145;0.205;0.11691389;0.11691389;0.11691389;0.11691389;0.11691389;0.00074167
11 - 12;0.17;0.23;0.13384357;0.13384357;0.13384357;0.13384357;0.13384357;0.00153071
12 - 13;0.165;0.24;0.1355053;0.1355053;0.1355053;0.1355053;0.1355053;0.0015159
13 - 14;0.1275;0.195;0.108142997;0.108142997;0.108142997;0.108142997;0.108142997;0.00192899
14 - 15;0.0975;0.135;0.07810188;0.07810188;0.07810188;0.07810188;0.07810188;0.00180564
15 - 16;0.06;0.09;0.050258347;0.050258347;0.050258347;0.050258347;0.050258347;0.00077504
16 - 17;0.0175;0.03;0.01591092;0.01591092;0.01591092;0.01591092;0.01591092;0.00023276
17 - 18;0;0;0.0000587;0.0000587;0.0000587;0.0000587;0.0000587;0.0001761
18 - 19;0;0;0.000059;0.000059;0.000059;0.000059;0.000059;0.000177
19 - 20;0;0;3.96667E-05;3.96667E-05;3.96667E-05;3.96667E-05;3.96667E-05;0.000119
20 - 21;0;0;0.00007;0.00007;0.00007;0.00007;0.00007;0.00021
21 - 22;0;0;6.96667E-05;6.96667E-05;6.96667E-05;6.96667E-05;6.96667E-05;0.000209
22 - 23;0;0;0.000059;0.000059;0.000059;0.000059;0.000059;0.000177
23 - 00;0;0;6.53333E-05;6.53333E-05;6.53333E-05;6.53333E-05;6.53333E-05;0.000196
00 - 01;0;0;3.96667E-05;3.96667E-05;3.96667E-05;3.96667E-05;3.96667E-05;0.000119
01 - 02;0;0;6.46667E-05;6.46667E-05;6.46667E-05;6.46667E-05;6.46667E-05;0.000194
02 - 03;0;0;8.03333E-05;8.03333E-05;8.03333E-05;8.03333E-05;8.03333E-05;0.000241
03 - 04;0;0;7.56667E-05;7.56667E-05;7.56667E-05;7.56667E-05;7.56667E-05;0.000227
04 - 05;0;0;5.73333E-05;5.73333E-05;5.73333E-05;5.73333E-05;5.73333E-05;0.000172
05 - 06;0;0;4.23333E-05;4.23333E-05;4.23333E-05;4.23333E-05;4.23333E-05;0.000127
06 - 07;0;0;3.13667E-05;3.13667E-05;3.13667E-05;3.13667E-05;3.13667E-05;0.0000941
07 - 08;0;0;0.00005993;0.00005993;0.00005993;0.00005993;0.00005993;0.00017979
08 - 09;0.0225;0.04;0.021261157;0.021261157;0.021261157;0.021261157;0.021261157;0.00128347
09 - 10;0.09;0.155;0.08259013;0.08259013;0.08259013;0.08259013;0.08259013;0.00277039
10 - 11;0.1425;0.185;0.1106417;0.1106417;0.1106417;0.1106417;0.1106417;0.0044251
11 - 12;0.18;0.17;0.118425073;0.118425073;0.118425073;0.118425073;0.118425073;0.00527522
12 - 13;0.2075;0.17;0.127539663;0.127539663;0.127539663;0.127539663;0.127539663;0.00511899
13 - 14;0.1575;0.17;0.11088269;0.11088269;0.11088269;0.11088269;0.11088269;0.00514807
14 - 15;0.1075;0.18;0.097808933;0.097808933;0.097808933;0.097808933;0.097808933;0.0059268
15 - 16;0.0875;0.135;0.074988017;0.074988017;0.074988017;0.074988017;0.074988017;0.00246405
16 - 17;0.045;0.035;0.026788697;0.026788697;0.026788697;0.026788697;0.026788697;0.00036609
17 - 18;0.0025;0;0.000877333;0.000877333;0.000877333;0.000877333;0.000877333;0.000132
18 - 19;0;0;0.0000535;0.0000535;0.0000535;0.0000535;0.0000535;0.0001605
19 - 20;0;0;4.99667E-05;4.99667E-05;4.99667E-05;4.99667E-05;4.99667E-05;0.0001499
20 - 21;0;0;6.78367E-05;6.78367E-05;6.78367E-05;6.78367E-05;6.78367E-05;0.00020351
21 - 22;0;0;6.24867E-05;6.24867E-05;6.24867E-05;6.24867E-05;6.24867E-05;0.00018746
22 - 23;0;0;0.00004627;0.00004627;0.00004627;0.00004627;0.00004627;0.00013881
23 - 00;0;0.005;0.001718187;0.001718187;0.001718187;0.001718187;0.001718187;0.00015456
00 - 01;0;0.005;0.001707023;0.001707023;0.001707023;0.001707023;0.001707023;0.00012107
01 - 02;0;0;4.52267E-05;4.52267E-05;4.52267E-05;4.52267E-05;4.52267E-05;0.00013568
02 - 03;0;0;0.00004075;0.00004075;0.00004075;0.00004075;0.00004075;0.00012225
03 - 04;0;0;5.48433E-05;5.48433E-05;5.48433E-05;5.48433E-05;5.48433E-05;0.00016453
04 - 05;0;0;0.00003722;0.00003722;0.00003722;0.00003722;0.00003722;0.00011166
