hour;dk1;dk2;ee;fi;lt;lv;no;se
01 - 02;0;0;1.64033E-05;1.64033E-05;1.64033E-05;1.64033E-05;1.64033E-05;0.00004921
02 - 03;0;0;1.47033E-05;1.47033E-05;1.47033E-05;1.47033E-05;1.47033E-05;0.00004411
03 - 04;0;0;2.11667E-05;2.11667E-05;2.11667E-05;2.11667E-05;2.11667E-05;0.0000635
04 - 05;0;0;0.000546707;0.000546707;0.000546707;0.000546707;0.000546707;0.00164012
05 - 06;0.005;0.01;0.008029077;0.008029077;0.008029077;0.008029077;0.008029077;0.00908723
06 - 07;0.045;0.045;0.037766703;0.037766703;0.037766703;0.037766703;0.037766703;0.02330011
07 - 08;0.1325;0.135;0.10484455;0.10484455;0.10484455;0.10484455;0.10484455;0.04703365
08 - 09;0.2875;0.28;0.2135891;0.2135891;0.2135891;0.2135891;0.2135891;0.0732673
09 - 10;0.4575;0.435;0.32996897;0.32996897;0.32996897;0.32996897;0.32996897;0.09740691
10 - 11;0.6075;0.55;0.423323997;0.423323997;0.423323997;0.423323997;0.423323997;0.11247199
11 - 12;0.715;0.635;0.488791073;0.488791073;0.488791073;0.488791073;0.488791073;0.11637322
12 - 13;0.7725;0.67;0.5197853;0.5197853;0.5197853;0.5197853;0.5197853;0.1168559
13 - 14;0.7825;0.69;0.527364813;0.527364813;0.527364813;0.527364813;0.527364813;0.10959444
14 - 15;0.7625;0.65;0.502925733;0.502925733;0.502925733;0.502925733;0.502925733;0.0962772
15 - 16;0.705;0.56;0.447710713;0.447710713;0.447710713;0.447710713;0.447710713;0.07813214
16 - 17;0.605;0.48;0.37925732;0.37925732;0.37925732;0.37925732;0.37925732;0.05277196
17 - 18;0.465;0.37;0.287931117;0.287931117;0.287931117;0.287931117;0.287931117;0.02879335
18 - 19;0.2975;0.2;0.169627213;0.169627213;0.169627213;0.169627213;0.169627213;0.01138164
19 - 20;0.1425;0.095;0.079927203;0.079927203;0.079927203;0.079927203;0.079927203;0.00228161
20 - 21;0.045;0.03;0.025032727;0.025032727;0.025032727;0.025032727;0.025032727;0.00009818
21 - 22;0.005;0.005;0.00335136;0.00335136;0.00335136;0.00335136;0.00335136;0.00005408
22 - 23;0;0;0.00001967;0.00001967;0.00001967;0.00001967;0.00001967;0.00005901
23 - 00;0;0;2.00367E-05;2.00367E-05;2.00367E-05;2.00367E-05;2.00367E-05;0.00006011
00 - 01;0;0;0.00001367;0.00001367;0.00001367;0.00001367;0.00001367;0.00004101
01 - 02;0;0;1.83367E-05;1.83367E-05;1.83367E-05;1.83367E-05;1.83367E-05;0.00005501
02 - 03;0;0;2.47033E-05;2.47033E-05;2.47033E-05;2.47033E-05;2.47033E-05;0.00007411
03 - 04;0;0;0.00002195;0.00002195;0.00002195;0.00002195;0.00002195;0.00006585
04 - 05;0;0;0.00044742;0.00044742;0.00044742;0.00044742;0.00044742;0.00134226
05 - 06;0.005;0.005;0.006228227;0.006228227;0.006228227;0.006228227;0.006228227;0.00868468
06 - 07;0.045;0.045;0.03755942;0.03755942;0.03755942;0.03755942;0.03755942;0.02267826
07 - 08;0.125;0.13;0.099780073;0.099780073;0.099780073;0.099780073;0.099780073;0.04434022
08 - 09;0.2625;0.27;0.20094497;0.20094497;0.20094497;0.20094497;0.20094497;0.07033491
09 - 10;0.42;0.42;0.311290187;0.311290187;0.311290187;0.311290187;0.311290187;0.09387056
10 - 11;0.56;0.535;0.401690637;0.401690637;0.401690637;0.401690637;0.401690637;0.11007191
11 - 12;0.6625;0.615;0.464537823;0.464537823;0.464537823;0.464537823;0.464537823;0.11611347
12 - 13;0.72;0.66;0.497942163;0.497942163;0.497942163;0.497942163;0.497942163;0.11382649
13 - 14;0.745;0.625;0.491011803;0.491011803;0.491011803;0.491011803;0.491011803;0.10303541
14 - 15;0.7325;0.58;0.468013783;0.468013783;0.468013783;0.468013783;0.468013783;0.09154135
15 - 16;0.675;0.515;0.420824057;0.420824057;0.420824057;0.420824057;0.420824057;0.07247217
16 - 17;0.5775;0.455;0.360464567;0.360464567;0.360464567;0.360464567;0.360464567;0.0488937
17 - 18;0.4425;0.355;0.27508238;0.27508238;0.27508238;0.27508238;0.27508238;0.02774714
18 - 19;0.2825;0.21;0.167531857;0.167531857;0.167531857;0.167531857;0.167531857;0.01009557
19 - 20;0.135;0.1;0.07886158;0.07886158;0.07886158;0.07886158;0.07886158;0.00158474
20 - 21;0.0475;0.03;0.025882853;0.025882853;0.025882853;0.025882853;0.025882853;0.00014856
21 - 22;0.0075;0;0.002529703;0.002529703;0.002529703;0.002529703;0.002529703;0.00008911
22 - 23;0;0;0.00002667;0.00002667;0.00002667;0.00002667;0.00002667;0.00008001
23 - 00;0;0;2.60033E-05;2.60033E-05;2.60033E-05;2.60033E-05;2.60033E-05;0.00007801
00 - 01;0;0;1.27033E-05;1.27033E-05;1.27033E-05;1.27033E-05;1.27033E-05;0.00003811
01 - 02;0;0;1.80033E-05;1.80033E-05;1.80033E-05;1.80033E-05;1.80033E-05;0.00005401
02 - 03;0;0;0.00002667;0.00002667;0.00002667;0.00002667;0.00002667;0.00008001
03 - 04;0;0;2.01767E-05;2.01767E-05;2.01767E-05;2.01767E-05;2.01767E-05;0.00006053
04 - 05;0;0;0.000464733;0.000464733;0.000464733;0.000464733;0.000464733;0.0013942
05 - 06;0.0075;0.01;0.008522177;0.008522177;0.008522177;0.008522177;0.008522177;0.00806653
06 - 07;0.0475;0.04;0.036434073;0.036434073;0.036434073;0.036434073;0.036434073;0.02180222
07 - 08;0.13;0.13;0.101440177;0.101440177;0.101440177;0.101440177;0.101440177;0.04432053
08 - 09;0.275;0.27;0.204979403;0.204979403;0.204979403;0.204979403;0.204979403;0.06993821
09 - 10;0.4325;0.41;0.31213874;0.31213874;0.31213874;0.31213874;0.31213874;0.09391622
10 - 11;0.54;0.525;0.392063233;0.392063233;0.392063233;0.392063233;0.392063233;0.1111897
11 - 12;0.625;0.61;0.45071032;0.45071032;0.45071032;0.45071032;0.45071032;0.11713096
12 - 13;0.7075;0.625;0.482610747;0.482610747;0.482610747;0.482610747;0.482610747;0.11533224
13 - 14;0.7175;0.6;0.474240343;0.474240343;0.474240343;0.474240343;0.474240343;0.10522103
14 - 15;0.71;0.615;0.471943857;0.471943857;0.471943857;0.471943857;0.471943857;0.09083157
15 - 16;0.66;0.56;0.430319653;0.430319653;0.430319653;0.430319653;0.430319653;0.07095896
16 - 17;0.575;0.465;0.362190323;0.362190323;0.362190323;0.362190323;0.362190323;0.04657097
17 - 18;0.44;0.315;0.26011578;0.26011578;0.26011578;0.26011578;0.26011578;0.02534734
18 - 19;0.28;0.2;0.163405783;0.163405783;0.163405783;0.163405783;0.163405783;0.01021735
19 - 20;0.13;0.085;0.07238078;0.07238078;0.07238078;0.07238078;0.07238078;0.00214234
20 - 21;0.0425;0.025;0.022528123;0.022528123;0.022528123;0.022528123;0.022528123;0.00008437
21 - 22;0.005;0;0.001694007;0.001694007;0.001694007;0.001694007;0.001694007;0.00008202
22 - 23;0;0;2.60367E-05;2.60367E-05;2.60367E-05;2.60367E-05;2.60367E-05;0.00007811
23 - 00;0;0;2.30367E-05;2.30367E-05;2.30367E-05;2.30367E-05;2.30367E-05;0.00006911
00 - 01;0;0;0.00001467;0.00001467;0.00001467;0.00001467;0.00001467;0.00004401
01 - 02;0;0;1.44033E-05;1.44033E-05;1.44033E-05;1.44033E-05;1.44033E-05;0.00004321
02 - 03;0;0;1.53367E-05;1.53367E-05;1.53367E-05;1.53367E-05;1.53367E-05;0.00004601
03 - 04;0;0;0.00002306;0.00002306;0.00002306;0.00002306;0.00002306;0.00006918
04 - 05;0;0;0.000435903;0.000435903;0.000435903;0.000435903;0.000435903;0.00130771
05 - 06;0.005;0.005;0.0060272;0.0060272;0.0060272;0.0060272;0.0060272;0.0080816
06 - 07;0.035;0.03;0.028850063;0.028850063;0.028850063;0.028850063;0.028850063;0.02155019
07 - 08;0.095;0.07;0.069135433;0.069135433;0.069135433;0.069135433;0.069135433;0.0424063
08 - 09;0.1925;0.145;0.13448044;0.13448044;0.13448044;0.13448044;0.13448044;0.06594132
09 - 10;0.265;0.305;0.21872536;0.21872536;0.21872536;0.21872536;0.21872536;0.08617608
10 - 11;0.3475;0.43;0.29298337;0.29298337;0.29298337;0.29298337;0.29298337;0.10145011
11 - 12;0.4225;0.515;0.348278967;0.348278967;0.348278967;0.348278967;0.348278967;0.1073369
12 - 13;0.515;0.585;0.401169207;0.401169207;0.401169207;0.401169207;0.401169207;0.10350762
13 - 14;0.585;0.58;0.419129927;0.419129927;0.419129927;0.419129927;0.419129927;0.09238978
14 - 15;0.6;0.58;0.418158837;0.418158837;0.418158837;0.418158837;0.418158837;0.07447651
15 - 16;0.51;0.5;0.353644683;0.353644683;0.353644683;0.353644683;0.353644683;0.05093405
16 - 17;0.435;0.445;0.304277073;0.304277073;0.304277073;0.304277073;0.304277073;0.03283122
17 - 18;0.345;0.305;0.222735673;0.222735673;0.222735673;0.222735673;0.222735673;0.01820702
18 - 19;0.185;0.175;0.122605247;0.122605247;0.122605247;0.122605247;0.122605247;0.00781574
19 - 20;0.0775;0.065;0.048028037;0.048028037;0.048028037;0.048028037;0.048028037;0.00158411
20 - 21;0.0275;0.015;0.01419868;0.01419868;0.01419868;0.01419868;0.01419868;0.00009604
21 - 22;0.0025;0;0.00086334;0.00086334;0.00086334;0.00086334;0.00086334;0.00009002
22 - 23;0;0;1.63367E-05;1.63367E-05;1.63367E-05;1.63367E-05;1.63367E-05;0.00004901
23 - 00;0;0;0.00001667;0.00001667;0.00001667;0.00001667;0.00001667;0.00005001
00 - 01;0;0;1.63367E-05;1.63367E-05;1.63367E-05;1.63367E-05;1.63367E-05;0.00004901
01 - 02;0;0;1.77033E-05;1.77033E-05;1.77033E-05;1.77033E-05;1.77033E-05;0.00005311
02 - 03;0;0;2.08367E-05;2.08367E-05;2.08367E-05;2.08367E-05;2.08367E-05;0.00006251
03 - 04;0;0;2.51567E-05;2.51567E-05;2.51567E-05;2.51567E-05;2.51567E-05;0.00007547
04 - 05;0;0;0.000298313;0.000298313;0.000298313;0.000298313;0.000298313;0.00089494
05 - 06;0.0025;0.005;0.004706853;0.004706853;0.004706853;0.004706853;0.004706853;0.00662056
06 - 07;0.04;0.04;0.03149741;0.03149741;0.03149741;0.03149741;0.03149741;0.01449223
07 - 08;0.1075;0.115;0.082659877;0.082659877;0.082659877;0.082659877;0.082659877;0.02547963
08 - 09;0.21;0.205;0.153612243;0.153612243;0.153612243;0.153612243;0.153612243;0.04583673
09 - 10;0.33;0.305;0.23538773;0.23538773;0.23538773;0.23538773;0.23538773;0.07116319
10 - 11;0.4;0.39;0.291372083;0.291372083;0.291372083;0.291372083;0.291372083;0.08411625
11 - 12;0.4575;0.49;0.34486595;0.34486595;0.34486595;0.34486595;0.34486595;0.08709785
12 - 13;0.4825;0.49;0.35198746;0.35198746;0.35198746;0.35198746;0.35198746;0.08346238
13 - 14;0.4025;0.415;0.299287223;0.299287223;0.299287223;0.299287223;0.299287223;0.08036167
14 - 15;0.41;0.47;0.31596529;0.31596529;0.31596529;0.31596529;0.31596529;0.06789587
15 - 16;0.4;0.4;0.283966297;0.283966297;0.283966297;0.283966297;0.283966297;0.05189889
16 - 17;0.3525;0.33;0.237466043;0.237466043;0.237466043;0.237466043;0.237466043;0.02989813
17 - 18;0.2525;0.295;0.186904887;0.186904887;0.186904887;0.186904887;0.186904887;0.01321466
18 - 19;0.18;0.15;0.111306523;0.111306523;0.111306523;0.111306523;0.111306523;0.00391957
19 - 20;0.0975;0.06;0.05275797;0.05275797;0.05275797;0.05275797;0.05275797;0.00077391
20 - 21;0.035;0.025;0.020020353;0.020020353;0.020020353;0.020020353;0.020020353;0.00006106
21 - 22;0.0025;0;0.000855203;0.000855203;0.000855203;0.000855203;0.000855203;0.00006561
22 - 23;0;0;2.58367E-05;2.58367E-05;2.58367E-05;2.58367E-05;2.58367E-05;0.00007751
23 - 00;0;0;1.35033E-05;1.35033E-05;1.35033E-05;1.35033E-05;1.35033E-05;0.00004051
00 - 01;0;0;0.00001817;0.00001817;0.00001817;0.00001817;0.00001817;0.00005451
01 - 02;0;0;0.00001387;0.00001387;0.00001387;0.00001387;0.00001387;0.00004161
02 - 03;0;0;1.92033E-05;1.92033E-05;1.92033E-05;1.92033E-05;1.92033E-05;0.00005761
03 - 04;0;0;2.04033E-05;2.04033E-05;2.04033E-05;2.04033E-05;2.04033E-05;0.00006121
04 - 05;0;0;0.00032463;0.00032463;0.00032463;0.00032463;0.00032463;0.00097389
05 - 06;0.0025;0.005;0.004789737;0.004789737;0.004789737;0.004789737;0.004789737;0.00686921
06 - 07;0.0375;0.04;0.032215827;0.032215827;0.032215827;0.032215827;0.032215827;0.01914748
07 - 08;0.1125;0.105;0.08548246;0.08548246;0.08548246;0.08548246;0.08548246;0.03894738
08 - 09;0.235;0.21;0.16861965;0.16861965;0.16861965;0.16861965;0.16861965;0.06085895
09 - 10;0.3675;0.345;0.264430717;0.264430717;0.264430717;0.264430717;0.264430717;0.08079215
10 - 11;0.4875;0.46;0.34674792;0.34674792;0.34674792;0.34674792;0.34674792;0.09274376
11 - 12;0.565;0.51;0.39102785;0.39102785;0.39102785;0.39102785;0.39102785;0.09808355
12 - 13;0.5725;0.52;0.397723597;0.397723597;0.397723597;0.397723597;0.397723597;0.10067079
13 - 14;0.6125;0.495;0.399880727;0.399880727;0.399880727;0.399880727;0.399880727;0.09214218
14 - 15;0.5975;0.47;0.38229782;0.38229782;0.38229782;0.38229782;0.38229782;0.07939346
15 - 16;0.5625;0.39;0.338385563;0.338385563;0.338385563;0.338385563;0.338385563;0.06265669
16 - 17;0.4975;0.31;0.28317271;0.28317271;0.28317271;0.28317271;0.28317271;0.04201813
17 - 18;0.3825;0.24;0.214941007;0.214941007;0.214941007;0.214941007;0.214941007;0.02232302
18 - 19;0.2475;0.195;0.150551807;0.150551807;0.150551807;0.150551807;0.150551807;0.00915542
19 - 20;0.115;0.1;0.072293893;0.072293893;0.072293893;0.072293893;0.072293893;0.00188168
20 - 21;0.0325;0.03;0.02086363;0.02086363;0.02086363;0.02086363;0.02086363;0.00009089
21 - 22;0.0025;0;0.000845463;0.000845463;0.000845463;0.000845463;0.000845463;0.00003639
22 - 23;0;0;1.57567E-05;1.57567E-05;1.57567E-05;1.57567E-05;1.57567E-05;0.00004727
23 - 00;0;0;1.64567E-05;1.64567E-05;1.64567E-05;1.64567E-05;1.64567E-05;0.00004937
00 - 01;0;0;0.00001309;0.00001309;0.00001309;0.00001309;0.00001309;0.00003927
01 - 02;0;0;1.54233E-05;1.54233E-05;1.54233E-05;1.54233E-05;1.54233E-05;0.00004627
02 - 03;0;0;1.45233E-05;1.45233E-05;1.45233E-05;1.45233E-05;1.45233E-05;0.00004357
03 - 04;0;0;0.00002481;0.00002481;0.00002481;0.00002481;0.00002481;0.00007443
04 - 05;0;0;0.00031208;0.00031208;0.00031208;0.00031208;0.00031208;0.00093624
05 - 06;0.0025;0.005;0.004863357;0.004863357;0.004863357;0.004863357;0.004863357;0.00709007
06 - 07;0.0425;0.035;0.032312757;0.032312757;0.032312757;0.032312757;0.032312757;0.01943827
07 - 08;0.125;0.105;0.089919413;0.089919413;0.089919413;0.089919413;0.089919413;0.03975824
08 - 09;0.2575;0.245;0.189095413;0.189095413;0.189095413;0.189095413;0.189095413;0.06478624
09 - 10;0.4175;0.385;0.296956593;0.296956593;0.296956593;0.296956593;0.296956593;0.08836978
10 - 11;0.565;0.51;0.391776973;0.391776973;0.391776973;0.391776973;0.391776973;0.10033092
11 - 12;0.67;0.585;0.453346673;0.453346673;0.453346673;0.453346673;0.453346673;0.10504002
12 - 13;0.73;0.63;0.48835333;0.48835333;0.48835333;0.48835333;0.48835333;0.10505999
13 - 14;0.7425;0.625;0.488950683;0.488950683;0.488950683;0.488950683;0.488950683;0.09935205
14 - 15;0.7125;0.615;0.471033937;0.471033937;0.471033937;0.471033937;0.471033937;0.08560181
15 - 16;0.65;0.555;0.42441419;0.42441419;0.42441419;0.42441419;0.42441419;0.06824257
16 - 17;0.55;0.48;0.358842677;0.358842677;0.358842677;0.358842677;0.358842677;0.04652803
17 - 18;0.4175;0.34;0.260857923;0.260857923;0.260857923;0.260857923;0.260857923;0.02507377
18 - 19;0.275;0.195;0.1590979;0.1590979;0.1590979;0.1590979;0.1590979;0.0072937
19 - 20;0.135;0.09;0.075512603;0.075512603;0.075512603;0.075512603;0.075512603;0.00153781
20 - 21;0.035;0.03;0.02170566;0.02170566;0.02170566;0.02170566;0.02170566;0.00011698
21 - 22;0.0025;0;0.000848623;0.000848623;0.000848623;0.000848623;0.000848623;0.00004587
22 - 23;0.0025;0;0.00084731;0.00084731;0.00084731;0.00084731;0.00084731;0.00004193
23 - 00;0;0;1.44567E-05;1.44567E-05;1.44567E-05;1.44567E-05;1.44567E-05;0.00004337
00 - 01;0;0;1.17567E-05;1.17567E-05;1.17567E-05;1.17567E-05;1.17567E-05;0.00003527
01 - 02;0;0;1.77567E-05;1.77567E-05;1.77567E-05;1.77567E-05;1.77567E-05;0.00005327
02 - 03;0;0;1.64567E-05;1.64567E-05;1.64567E-05;1.64567E-05;1.64567E-05;0.00004937
03 - 04;0;0;0.00001929;0.00001929;0.00001929;0.00001929;0.00001929;0.00005787
04 - 05;0;0;0.000241293;0.000241293;0.000241293;0.000241293;0.000241293;0.00072388
05 - 06;0.0025;0;0.00262803;0.00262803;0.00262803;0.00262803;0.00262803;0.00538409
06 - 07;0.0375;0.02;0.023561953;0.023561953;0.023561953;0.023561953;0.023561953;0.01318586
07 - 08;0.1125;0.05;0.062630243;0.062630243;0.062630243;0.062630243;0.062630243;0.02539073
08 - 09;0.255;0.12;0.137905327;0.137905327;0.137905327;0.137905327;0.137905327;0.03871598
09 - 10;0.4025;0.135;0.19447955;0.19447955;0.19447955;0.19447955;0.19447955;0.04593865
10 - 11;0.505;0.15;0.233504993;0.233504993;0.233504993;0.233504993;0.233504993;0.04551498
11 - 12;0.505;0.215;0.256573473;0.256573473;0.256573473;0.256573473;0.256573473;0.04972042
12 - 13;0.435;0.25;0.245335903;0.245335903;0.245335903;0.245335903;0.245335903;0.05100771
13 - 14;0.435;0.29;0.257906167;0.257906167;0.257906167;0.257906167;0.257906167;0.0487185
14 - 15;0.4975;0.32;0.288519647;0.288519647;0.288519647;0.288519647;0.288519647;0.04805894
15 - 16;0.49;0.265;0.265340507;0.265340507;0.265340507;0.265340507;0.265340507;0.04102152
16 - 17;0.415;0.315;0.251487937;0.251487937;0.251487937;0.251487937;0.251487937;0.02446381
17 - 18;0.33;0.255;0.198868327;0.198868327;0.198868327;0.198868327;0.198868327;0.01160498
18 - 19;0.225;0.16;0.12990179;0.12990179;0.12990179;0.12990179;0.12990179;0.00470537
19 - 20;0.1125;0.075;0.062826897;0.062826897;0.062826897;0.062826897;0.062826897;0.00098069
20 - 21;0.0375;0.015;0.01753002;0.01753002;0.01753002;0.01753002;0.01753002;0.00009006
21 - 22;0.0025;0;0.00084815;0.00084815;0.00084815;0.00084815;0.00084815;0.00004445
22 - 23;0;0;0.00001511;0.00001511;0.00001511;0.00001511;0.00001511;0.00004533
23 - 00;0;0;1.57567E-05;1.57567E-05;1.57567E-05;1.57567E-05;1.57567E-05;0.00004727
00 - 01;0;0;0.00001849;0.00001849;0.00001849;0.00001849;0.00001849;0.00005547
01 - 02;0;0;0.00001879;0.00001879;0.00001879;0.00001879;0.00001879;0.00005637
02 - 03;0;0;2.25567E-05;2.25567E-05;2.25567E-05;2.25567E-05;2.25567E-05;0.00006767
03 - 04;0;0;0.00002569;0.00002569;0.00002569;0.00002569;0.00002569;0.00007707
04 - 05;0;0;0.00021776;0.00021776;0.00021776;0.00021776;0.00021776;0.00065328
05 - 06;0.0025;0.005;0.00444337;0.00444337;0.00444337;0.00444337;0.00444337;0.00583011
06 - 07;0.0375;0.035;0.030380623;0.030380623;0.030380623;0.030380623;0.030380623;0.01864187
07 - 08;0.1075;0.12;0.089789297;0.089789297;0.089789297;0.089789297;0.089789297;0.04186789
08 - 09;0.2275;0.25;0.18140966;0.18140966;0.18140966;0.18140966;0.18140966;0.06672898
09 - 10;0.325;0.335;0.250189023;0.250189023;0.250189023;0.250189023;0.250189023;0.09056707
10 - 11;0.38;0.415;0.298667873;0.298667873;0.298667873;0.298667873;0.298667873;0.10100362
11 - 12;0.4425;0.485;0.343928373;0.343928373;0.343928373;0.343928373;0.343928373;0.10428512
12 - 13;0.54;0.545;0.396599883;0.396599883;0.396599883;0.396599883;0.396599883;0.10479965
13 - 14;0.535;0.565;0.399704837;0.399704837;0.399704837;0.399704837;0.399704837;0.09911451
14 - 15;0.5475;0.51;0.380846543;0.380846543;0.380846543;0.380846543;0.380846543;0.08503963
15 - 16;0.525;0.51;0.367174053;0.367174053;0.367174053;0.367174053;0.367174053;0.06652216
16 - 17;0.47;0.39;0.301224667;0.301224667;0.301224667;0.301224667;0.301224667;0.043674
17 - 18;0.3675;0.3;0.2309718;0.2309718;0.2309718;0.2309718;0.2309718;0.0254154
18 - 19;0.2475;0.19;0.149175617;0.149175617;0.149175617;0.149175617;0.149175617;0.01002685
19 - 20;0.1125;0.08;0.064749383;0.064749383;0.064749383;0.064749383;0.064749383;0.00174815
20 - 21;0.0325;0.02;0.01753494;0.01753494;0.01753494;0.01753494;0.01753494;0.00010482
21 - 22;0.0025;0;0.000858143;0.000858143;0.000858143;0.000858143;0.000858143;0.00007443
22 - 23;0;0;1.11367E-05;1.11367E-05;1.11367E-05;1.11367E-05;1.11367E-05;0.00003341
23 - 00;0;0;1.37767E-05;1.37767E-05;1.37767E-05;1.37767E-05;1.37767E-05;0.00004133
00 - 01;0;0;1.74667E-05;1.74667E-05;1.74667E-05;1.74667E-05;1.74667E-05;0.0000524
01 - 02;0;0;0.0000108;0.0000108;0.0000108;0.0000108;0.0000108;0.0000324
02 - 03;0;0;0.0000183;0.0000183;0.0000183;0.0000183;0.0000183;0.0000549
03 - 04;0;0;1.29733E-05;1.29733E-05;1.29733E-05;1.29733E-05;1.29733E-05;0.00003892
04 - 05;0;0;0.000297477;0.000297477;0.000297477;0.000297477;0.000297477;0.00089243
05 - 06;0.0025;0.005;0.00499132;0.00499132;0.00499132;0.00499132;0.00499132;0.00747396
06 - 07;0.0325;0.04;0.030961223;0.030961223;0.030961223;0.030961223;0.030961223;0.02038367
07 - 08;0.105;0.095;0.078865893;0.078865893;0.078865893;0.078865893;0.078865893;0.03659768
08 - 09;0.2075;0.175;0.14466376;0.14466376;0.14466376;0.14466376;0.14466376;0.05149128
09 - 10;0.3425;0.335;0.24741224;0.24741224;0.24741224;0.24741224;0.24741224;0.06473672
10 - 11;0.4675;0.475;0.340749717;0.340749717;0.340749717;0.340749717;0.340749717;0.07974915
11 - 12;0.51;0.555;0.385680547;0.385680547;0.385680547;0.385680547;0.385680547;0.09204164
12 - 13;0.55;0.61;0.418822407;0.418822407;0.418822407;0.418822407;0.418822407;0.09646722
13 - 14;0.5475;0.605;0.41613234;0.41613234;0.41613234;0.41613234;0.41613234;0.09589702
14 - 15;0.5525;0.6;0.41262918;0.41262918;0.41262918;0.41262918;0.41262918;0.08538754
15 - 16;0.49;0.56;0.372136873;0.372136873;0.372136873;0.372136873;0.372136873;0.06641062
16 - 17;0.4225;0.465;0.310327687;0.310327687;0.310327687;0.310327687;0.310327687;0.04348306
17 - 18;0.31;0.34;0.2241752;0.2241752;0.2241752;0.2241752;0.2241752;0.0225256
18 - 19;0.2;0.205;0.137450633;0.137450633;0.137450633;0.137450633;0.137450633;0.0073519
19 - 20;0.0975;0.08;0.05951537;0.05951537;0.05951537;0.05951537;0.05951537;0.00104611
20 - 21;0.0275;0.02;0.01585329;0.01585329;0.01585329;0.01585329;0.01585329;0.00005987
21 - 22;0;0;1.53767E-05;1.53767E-05;1.53767E-05;1.53767E-05;1.53767E-05;0.00004613
22 - 23;0;0;0.00001094;0.00001094;0.00001094;0.00001094;0.00001094;0.00003282
23 - 00;0;0;1.93733E-05;1.93733E-05;1.93733E-05;1.93733E-05;1.93733E-05;0.00005812
00 - 01;0;0;1.40433E-05;1.40433E-05;1.40433E-05;1.40433E-05;1.40433E-05;0.00004213
01 - 02;0;0;1.11767E-05;1.11767E-05;1.11767E-05;1.11767E-05;1.11767E-05;0.00003353
02 - 03;0;0;0.00001591;0.00001591;0.00001591;0.00001591;0.00001591;0.00004773
03 - 04;0;0;1.40433E-05;1.40433E-05;1.40433E-05;1.40433E-05;1.40433E-05;0.00004213
04 - 05;0;0;0.00025059;0.00025059;0.00025059;0.00025059;0.00025059;0.00075177
05 - 06;0.0025;0.005;0.004654237;0.004654237;0.004654237;0.004654237;0.004654237;0.00646271
06 - 07;0.035;0.045;0.033330197;0.033330197;0.033330197;0.033330197;0.033330197;0.01999059
07 - 08;0.115;0.09;0.081465873;0.081465873;0.081465873;0.081465873;0.081465873;0.03939762
08 - 09;0.255;0.18;0.165772427;0.165772427;0.165772427;0.165772427;0.165772427;0.06231728
09 - 10;0.405;0.28;0.25685009;0.25685009;0.25685009;0.25685009;0.25685009;0.08555027
10 - 11;0.5075;0.4;0.33556685;0.33556685;0.33556685;0.33556685;0.33556685;0.09920055
11 - 12;0.59;0.54;0.409153237;0.409153237;0.409153237;0.409153237;0.409153237;0.09745971
12 - 13;0.61;0.59;0.430947437;0.430947437;0.430947437;0.430947437;0.430947437;0.09284231
13 - 14;0.595;0.605;0.4263412;0.4263412;0.4263412;0.4263412;0.4263412;0.0790236
14 - 15;0.605;0.525;0.39784439;0.39784439;0.39784439;0.39784439;0.39784439;0.06353317
15 - 16;0.59;0.41;0.3481607;0.3481607;0.3481607;0.3481607;0.3481607;0.0444821
16 - 17;0.485;0.24;0.251798103;0.251798103;0.251798103;0.251798103;0.251798103;0.03039431
17 - 18;0.35;0.12;0.16108158;0.16108158;0.16108158;0.16108158;0.16108158;0.01324474
18 - 19;0.1875;0.095;0.095575393;0.095575393;0.095575393;0.095575393;0.095575393;0.00422618
19 - 20;0.085;0.06;0.048649367;0.048649367;0.048649367;0.048649367;0.048649367;0.0009481
20 - 21;0.025;0.02;0.015014683;0.015014683;0.015014683;0.015014683;0.015014683;0.00004405
21 - 22;0;0;1.94433E-05;1.94433E-05;1.94433E-05;1.94433E-05;1.94433E-05;0.00005833
22 - 23;0;0;1.13767E-05;1.13767E-05;1.13767E-05;1.13767E-05;1.13767E-05;0.00003413
23 - 00;0;0;1.78767E-05;1.78767E-05;1.78767E-05;1.78767E-05;1.78767E-05;0.00005363
00 - 01;0;0;2.11967E-05;2.11967E-05;2.11967E-05;2.11967E-05;2.11967E-05;0.00006359
01 - 02;0;0;2.14633E-05;2.14633E-05;2.14633E-05;2.14633E-05;2.14633E-05;0.00006439
02 - 03;0;0;0.00002343;0.00002343;0.00002343;0.00002343;0.00002343;0.00007029
03 - 04;0;0;2.07967E-05;2.07967E-05;2.07967E-05;2.07967E-05;2.07967E-05;0.00006239
04 - 05;0;0;0.00009155;0.00009155;0.00009155;0.00009155;0.00009155;0.00027465
05 - 06;0;0;0.000591257;0.000591257;0.000591257;0.000591257;0.000591257;0.00177377
06 - 07;0.0175;0.015;0.013063313;0.013063313;0.013063313;0.013063313;0.013063313;0.00668994
07 - 08;0.0625;0.06;0.046778907;0.046778907;0.046778907;0.046778907;0.046778907;0.01783672
08 - 09;0.105;0.14;0.095195573;0.095195573;0.095195573;0.095195573;0.095195573;0.04058672
09 - 10;0.1525;0.25;0.157286497;0.157286497;0.157286497;0.157286497;0.157286497;0.06935949
10 - 11;0.18;0.255;0.17445371;0.17445371;0.17445371;0.17445371;0.17445371;0.08836113
11 - 12;0.19;0.265;0.184532727;0.184532727;0.184532727;0.184532727;0.184532727;0.09859818
